,league,model_pred,runs_off_bat,year,striker
219,IPL,0.26993394668553905,,2011,DLR Smith
220,BBL,0.6599968735344692,1.2881355932203389,2011,TIF Triffitt
221,IPL,0.704411417787214,,2011,TIF Triffitt
222,BBL,0.9418477411286541,,2011,AS Raut
223,IPL,0.912892191554612,0.9827586206896551,2011,AS Raut
224,BBL,0.858527434735032,1.1206896551724137,2011,L Ronchi
225,IPL,0.8448336871903751,,2011,L Ronchi
226,BBL,1.0994216038768172,1.6,2011,DL Vettori
227,IPL,0.559447983014862,0.7666666666666667,2011,DL Vettori
228,BBL,0.536501485071127,,2011,PP Chawla
229,IPL,0.4032200990799717,0.8727272727272727,2011,PP Chawla
230,BBL,0.6174769423167109,,2011,GC Smith
231,IPL,0.39974050483604623,0.7777777777777778,2011,GC Smith
232,BBL,0.5274347350320463,0.9433962264150944,2011,NJ Reardon
233,IPL,0.4460368011323425,,2011,NJ Reardon
234,BBL,0.42582460528372673,,2011,TL Suman
235,IPL,0.33003066761028543,1.2264150943396226,2011,TL Suman
236,BBL,0.5955916836016882,,2011,A Mishra
237,IPL,0.6993394668553904,1.3076923076923077,2011,A Mishra
238,BBL,0.33015476004377053,,2011,RV Gomez
239,IPL,0.3706062750648738,0.8846153846153846,2011,RV Gomez
240,BBL,0.8635297795841801,1.6875,2011,DJ Thornely
241,IPL,0.672623260202878,,2011,DJ Thornely
242,BBL,0.3820540878536814,0.8846153846153846,2011,NL McCullum
243,IPL,0.35196980419910356,1.0454545454545454,2011,NL McCullum
244,BBL,0.8008441456932938,,2011,R Vinay Kumar
245,IPL,0.8735550837461665,1.0416666666666667,2011,R Vinay Kumar
246,BBL,0.5752696576520244,1.1702127659574468,2011,TLW Cooper
247,IPL,0.29900920028308564,,2011,TLW Cooper
248,BBL,0.5940284508363295,1.2826086956521738,2011,PM Nevill
249,IPL,0.5196980419910356,,2011,PM Nevill
250,BBL,0.824448960450211,1.5,2011,Shahid Afridi
251,IPL,0.7081858928992687,,2011,Shahid Afridi
252,BBL,0.6776614037830233,1.4090909090909092,2011,JP Faulkner
253,IPL,0.5610403397027601,,2011,JP Faulkner
254,BBL,0.7506643739252775,1.5,2011,RE van der Merwe
255,IPL,0.7558976173625855,0.875,2011,RE van der Merwe
256,BBL,0.7051743004533375,,2011,Mandeep Singh
257,IPL,0.5754895022410946,1.119047619047619,2011,Mandeep Singh
258,BBL,0.7514459903079569,,2011,VVS Laxman
259,IPL,0.6630691200754895,1.0476190476190477,2011,VVS Laxman
260,BBL,0.5216507738002188,,2011,WD Parnell
261,IPL,0.5250058976173626,0.8809523809523809,2011,WD Parnell
262,BBL,0.6118493043614194,,2011,LA Pomersbach
263,IPL,0.559035149799481,1.2439024390243902,2011,LA Pomersbach
264,BBL,0.7559793653274972,,2011,IR Jaggi
265,IPL,0.5704765274828969,0.7368421052631579,2011,IR Jaggi
266,BBL,0.3309363764264499,1.135135135135135,2011,Abdul Razzaq
267,IPL,0.09949280490681764,,2011,Abdul Razzaq
268,BBL,0.664061278724402,,2011,DW Steyn
269,IPL,0.5866949752300071,0.972972972972973,2011,DW Steyn
270,BBL,0.38049085508832264,1.1142857142857143,2011,JS Floros
271,IPL,0.522410945977825,,2011,JS Floros
272,BBL,0.8879162107237768,,2011,M Kaif
273,IPL,0.8779193205944799,1.1714285714285715,2011,M Kaif
274,BBL,0.4917930279818665,0.6571428571428571,2011,NM Coulter-Nile
275,IPL,0.35149799481009675,,2011,NM Coulter-Nile
276,BBL,0.838361732061904,,2011,R Sathish
277,IPL,0.7521231422505308,0.6470588235294118,2011,R Sathish
278,BBL,0.6539002657495702,,2011,P Kumar
279,IPL,0.7058268459542345,0.8181818181818182,2011,P Kumar
280,BBL,0.6306080975457246,,2011,CA Pujara
281,IPL,0.4399032790752536,1.0625,2011,CA Pujara
282,BBL,0.6188838518055338,,2011,SP Goswami
283,IPL,0.5539631988676574,0.9354838709677419,2011,SP Goswami
284,BBL,1.167734875722995,,2011,Sunny Singh
285,IPL,1.4127742392073601,1.3870967741935485,2011,Sunny Singh
286,BBL,0.7445677661403783,0.6538461538461539,2011,AC Thomas
287,IPL,0.6821774003302665,0.25,2011,AC Thomas
288,BBL,0.6737533218696264,0.8,2011,GA Manou
289,IPL,0.5257136117008728,,2011,GA Manou
290,BBL,0.5561982179146475,1.7,2011,MG Neser
291,IPL,0.6003184713375797,,2011,MG Neser
292,BBL,0.8177270595591684,,2011,STR Binny
293,IPL,0.6679641424864354,1.1333333333333333,2011,STR Binny
294,BBL,0.05017977176801626,0.5666666666666667,2011,TD Cruickshank
295,IPL,0.05626326963906582,,2011,TD Cruickshank
296,BBL,0.6420196967328435,0.9655172413793104,2011,AW O'Brien
297,IPL,0.6973342769521114,,2011,AW O'Brien
298,BBL,0.8671252149445052,1.2142857142857142,2011,NJ Rimmington
299,IPL,0.8966147676338759,1.0,2011,NJ Rimmington
300,BBL,0.6352977958418008,,2011,NLTC Perera
301,IPL,0.5021231422505308,0.7931034482758621,2011,NLTC Perera
302,BBL,0.0880100046896983,0.9310344827586207,2011,RJG Lockyear
303,IPL,0.0343241330502477,,2011,RJG Lockyear
304,BBL,0.5232140065655776,,2011,TD Paine
305,IPL,0.528898325076669,0.3448275862068966,2011,TD Paine
306,BBL,0.5078943254650617,0.48148148148148145,2011,DR Salpietro
307,IPL,0.43353385232366126,,2011,DR Salpietro
308,BBL,0.6987650461153666,,2011,CA Ingram
309,IPL,0.4746402453408823,0.8076923076923077,2011,CA Ingram
310,BBL,0.5630764420822261,0.9375,2011,B Lee
311,IPL,0.4306440198159943,0.5555555555555556,2011,B Lee
312,BBL,0.42004064405189934,0.6,2011,BG Drew
313,IPL,0.2767751828261382,,2011,BG Drew
314,BBL,0.5762075973112396,,2011,M Morkel
315,IPL,0.6101674923330974,1.6,2011,M Morkel
316,BBL,0.1234953884633422,,2011,Z Khan
317,IPL,0.11364708657702288,0.875,2011,Z Khan
318,BBL,0.7148663435985618,,2011,DH Yagnik
319,IPL,0.7918730832743571,0.6956521739130435,2011,DH Yagnik
320,BBL,0.7633265593246834,,2011,KM Jadhav
321,IPL,0.5550837461665488,0.782608695652174,2011,KM Jadhav
322,BBL,0.9640456463967485,,2011,R Bhatia
323,IPL,0.8753833451285681,1.0869565217391304,2011,R Bhatia
324,BBL,0.7175238392996717,,2011,R Sharma
325,IPL,0.5266572304788866,1.0434782608695652,2011,R Sharma
326,BBL,0.5735501016101298,,2011,Shakib Al Hasan
327,IPL,0.48207124321774003,1.2608695652173914,2011,Shakib Al Hasan
328,BBL,0.6986087228388307,1.5909090909090908,2011,Naved-ul-Hasan
329,IPL,0.44733427695211136,,2011,Naved-ul-Hasan
330,BBL,1.0134438017820853,1.3333333333333333,2011,MJ Johnston
331,IPL,1.0189313517338996,,2011,MJ Johnston
332,BBL,1.4111302172893543,1.2380952380952381,2011,MR Day
333,IPL,1.4424982307147913,,2011,MR Day
334,BBL,1.1846177895888699,,2011,A Mithun
335,IPL,1.1835338523236612,1.35,2011,A Mithun
336,BBL,0.631233390651868,,2011,Harpreet Singh
337,IPL,0.517515923566879,0.7,2011,Harpreet Singh
338,BBL,0.03454744411442864,,2011,SK Warne
339,IPL,0.014154281670205236,0.5,2011,SK Warne
340,BBL,0.09176176332655933,,2011,AA Jhunjhunwala
341,IPL,0.08091531021467327,0.5263157894736842,2011,AA Jhunjhunwala
342,BBL,0.8060028138189776,,2011,FY Fazal
343,IPL,0.6525123849964615,1.0,2011,FY Fazal
344,BBL,0.489917148663436,0.8947368421052632,2011,RT Ponting
345,IPL,0.3902453408822836,,2011,RT Ponting
346,BBL,0.6879787400343911,,2011,AUK Pathan
347,IPL,0.44939844302901627,1.8333333333333333,2011,AUK Pathan
348,BBL,0.8668125683914335,,2011,Bipul Sharma
349,IPL,0.8115121490917669,1.2777777777777777,2011,Bipul Sharma
350,BBL,0.685633890886353,0.6111111111111112,2011,MJ Buchanan
351,IPL,0.6434300542580798,,2011,MJ Buchanan
352,BBL,0.7315929341879006,,2011,Y Gnaneswara Rao
353,IPL,0.46874262797829674,1.0555555555555556,2011,Y Gnaneswara Rao
354,BBL,0.027981866499921838,,2011,JJ van der Wath
355,IPL,0.02530077848549186,1.0588235294117647,2011,JJ van der Wath
356,BBL,0.3992496482726278,1.4375,2011,CJ McKay
357,IPL,0.3464260438782732,,2011,CJ McKay
358,BBL,0.8427387838049085,,2011,S Rana
359,IPL,0.8105095541401274,1.125,2011,S Rana
360,BBL,0.002970142254181648,0.26666666666666666,2011,CA Philipson
361,IPL,0.0027718801604151924,,2011,CA Philipson
362,BBL,0.503829920275129,,2011,M Kartik
363,IPL,0.42421561689077614,0.8,2011,M Kartik
364,BBL,0.34656870408003754,0.2857142857142857,2011,TJ Armstrong
365,IPL,0.27123142250530785,,2011,TJ Armstrong
366,BBL,0.8780678443020166,,2011,AN Ahmed
367,IPL,0.6759849020995518,1.3846153846153846,2011,AN Ahmed
368,BBL,0.6093481319368454,,2011,J Syed Mohammad
369,IPL,0.6528662420382165,1.1538461538461537,2011,J Syed Mohammad
370,BBL,0.03798655619821791,,2011,ND Doshi
371,IPL,0.023059683887709365,0.0,2011,ND Doshi
372,BBL,0.9879631077067376,,2011,RR Powar
373,IPL,0.833038452465204,0.8461538461538461,2011,RR Powar
374,BBL,0.569329373143661,,2011,Iqbal Abdulla
375,IPL,0.49410238263741446,1.25,2011,Iqbal Abdulla
376,BBL,0.6992340159449743,,2011,UBT Chand
377,IPL,0.7039396083982071,0.16666666666666666,2011,UBT Chand
378,BBL,0.17054869470064093,0.2727272727272727,2011,ND Buchanan
379,IPL,0.11335220570889361,,2011,ND Buchanan
380,BBL,0.7494137877129905,0.0,2011,SW Tait
381,IPL,0.6496815286624203,1.0,2011,SW Tait
382,BBL,0.3662654369235579,,2011,LR Shukla
383,IPL,0.27913422977117247,1.4,2011,LR Shukla
384,BBL,0.4547444114428638,1.0,2011,MA Starc
385,IPL,0.21856569945741922,,2011,MA Starc
386,BBL,0.76004377051743,,2011,S Aravind
387,IPL,0.7433946685539042,1.3,2011,S Aravind
388,BBL,0.44348913553228075,,2011,B Akhil
389,IPL,0.27978296768105687,1.4444444444444444,2011,B Akhil
390,BBL,0.2655932468344537,1.2222222222222223,2011,CD Hartley
391,IPL,0.13476055673507903,,2011,CD Hartley
392,BBL,0.7225261841488198,1.2222222222222223,2011,KW Richardson
393,IPL,0.8187662184477471,,2011,KW Richardson
394,BBL,0.006252931061435048,,2011,S Sreesanth
395,IPL,0.00572068884170795,0.1111111111111111,2011,S Sreesanth
396,BBL,0.9620134438017821,,2011,SA Asnodkar
397,IPL,0.9895022410945978,1.0,2011,SA Asnodkar
398,BBL,1.3500078161638267,,2011,SD Chitnis
399,IPL,1.4782377919320595,1.0,2011,SD Chitnis
400,BBL,0.2977958418008441,,2011,SL Malinga
401,IPL,0.19509318235432885,0.8888888888888888,2011,SL Malinga
402,BBL,0.3842426137251837,0.5,2011,B Laughlin
403,IPL,0.21626562868601085,,2011,B Laughlin
404,BBL,0.4123808035016414,,2011,CK Langeveldt
405,IPL,0.2085987261146497,1.0,2011,CK Langeveldt
406,BBL,0.7097076754728779,,2011,KB Arun Karthik
407,IPL,0.4831328143430054,0.875,2011,KB Arun Karthik
408,BBL,0.8135063310926997,,2011,M Muralitharan
409,IPL,0.6623024298183534,0.625,2011,M Muralitharan
410,BBL,0.6449898389870252,,2011,AB Agarkar
411,IPL,0.446272705826846,1.0,2011,AB Agarkar
412,BBL,0.8228857276848522,,2011,S Sriram
413,IPL,0.5870488322717622,0.5714285714285714,2011,S Sriram
414,BBL,0.22682507425355636,0.3333333333333333,2011,JR Hazlewood
415,IPL,0.13470158056145318,,2011,JR Hazlewood
416,BBL,0.5213381272471471,0.5,2011,MA Beer
417,IPL,0.49109459778249587,,2011,MA Beer
418,BBL,0.6517117398780679,0.8333333333333334,2011,MG Hogan
419,IPL,0.5608044350082567,,2011,MG Hogan
420,BBL,0.7900578396123182,,2011,MV Boucher
421,IPL,0.6459070535503657,1.0,2011,MV Boucher
422,BBL,0.7439424730342348,,2011,R Ashwin
423,IPL,0.6500943618778013,0.3333333333333333,2011,R Ashwin
424,BBL,0.06034078474284821,,2011,R Ninan
425,IPL,0.02765982543052607,0.5,2011,R Ninan
426,BBL,0.5455682351102079,,2011,UT Yadav
427,IPL,0.6293937249351262,0.16666666666666666,2011,UT Yadav
428,BBL,0.6318586837580116,0.8333333333333334,2011,WD Sheridan
429,IPL,0.5254777070063694,,2011,WD Sheridan
430,BBL,0.7011098952634047,0.3333333333333333,2011,XJ Doherty
431,IPL,0.5167492333097429,,2011,XJ Doherty
432,BBL,0.3586055963733,,2011,AB Dinda
433,IPL,0.31646614767633874,0.0,2011,AB Dinda
434,BBL,0.13178052211974364,,2011,AG Murtaza
435,IPL,0.07814343005425808,0.4,2011,AG Murtaza
436,BBL,0.0009379396592152572,,2011,BA Bhatt
437,IPL,0.0007077140835102619,0.0,2011,BA Bhatt
438,BBL,0.8378927622322964,1.6,2011,CP Simpson
439,IPL,0.7559565935362114,,2011,CP Simpson
440,BBL,0.22229169923401595,,2011,I Sharma
441,IPL,0.11577022882755367,0.8,2011,I Sharma
442,BBL,0.8604033140534626,0.6,2011,JJ Krejza
443,IPL,0.7636824722811983,,2011,JJ Krejza
444,BBL,0.8086603095200875,0.4,2011,MJ Cosgrove
445,IPL,0.7788393489030432,,2011,MJ Cosgrove
446,BBL,0.002657495701109895,,2011,PR Shah
447,IPL,0.0024180231186600614,1.0,2011,PR Shah
448,BBL,0.33656401438174144,1.2,2011,SCG MacGill
449,IPL,0.18435951875442322,,2011,SCG MacGill
450,BBL,0.6614037830232922,0.6,2011,SM Harwood
451,IPL,0.4564755838641189,,2011,SM Harwood
452,BBL,0.6784430201657027,,2011,VR Aaron
453,IPL,0.5327317763623496,0.0,2011,VR Aaron
454,BBL,0.013756448335157104,,2011,A Singh
455,IPL,0.005366831799952819,0.25,2011,A Singh
456,BBL,0.029076129435672973,0.25,2011,AK Heal
457,IPL,0.010792639773531494,,2011,AK Heal
458,BBL,0.24574019071439737,1.0,2011,DP Nannes
459,IPL,0.09831328143430054,,2011,DP Nannes
460,BBL,0.7575425980928561,,2011,DS Kulkarni
461,IPL,0.6542226940316113,0.5,2011,DS Kulkarni
462,BBL,0.8005314991402219,0.75,2011,GB Hogg
